uuid,company_name,homepage_url
c7f87fed-ee2f-6255-e3dd-9ab5b8dc135a,Engage,http://engageinteractive.co.uk/
7c07217c-a84e-dbbf-b8fd-86c59f83b70e,TOSHOST LTD,https://toshost.com
bb5eba39-460e-497f-d09c-b7f07fe617e3,Tiger Logistics,http://www1.shiptiger.com/
ec328566-3d4b-32f9-1db8-4dee1b59a515,Kettle Partners,http://www.kettlevc.com
8f99e24f-60d1-e37b-de3c-5e00be2822c3,LittleShows Media Pvt. Ltd,http://www.littleshows.com/
f67bbe39-c009-7287-9c75-0d275c1e3de1,Solar Analytics,https://www.solaranalytics.com
7cfc4395-91b1-d032-be1c-5a8d47324276,Cracksfull,http://cracksfull.com/
0bebb924-6295-c9fb-5f54-39696bf8aa04,Updater,http://www.updater.com/
6f35f964-32c2-ca3e-257d-f325b4d8a087,3Tera,http://3tera.com
d79a6fb3-9998-d73d-49fe-d49b7a943ca4,LS Advisory,http://www.ls-advisors.com/en/
d85bd6c8-00ac-7c76-bf40-ac90316b74d2,throtl Marketplace,https://www.throtl.com
c46e249f-c973-678b-0d32-8adb4ad6ee21,Smart Customer Service,http://smartcustomerservice.com/
20915551-fa5f-99be-f35f-a63996b00e25,Love to Wish,http://lovetowish.com/
561c583d-8b41-2bc8-70a9-792f943fa83a,"Gamger Media, LLC",http://Gamger.Media
5caaffbe-9630-4f3c-bba8-26e812e33003,SheetCam,http://www.sheetcam.com/ 
a29cfb54-9b8f-4f98-a8f5-8640b3a52d09,Mission Box,http://www.missionbox.es
99f946b5-db7d-fadd-0f8e-06463e297a30,Sr.Pago,https://senorpago.com/
d4593e8d-c1b6-2e15-0101-c5e5aec4703c,Boldstack,https://boldstack.com/
cb609978-9232-417d-878d-d33f97375aa7,Cyril Labs,https://www.cyrillabs.com/
9f4dd904-9c31-a306-b4f6-2c770775f661,Acacia Federal Savings Bank,http://www.acaciafederal.com/
0b0914b9-e70f-b518-345c-8e65d2b046ef,The Schmidt Family Foundation,http://tsffoundation.org/
31c716f7-10fc-82b8-fa05-5385c8d5b50e,Soaps.com,https://www.soaps.com
315d6c03-bfa9-fd9b-28c8-105381adc08b,Finger Lakes Community College,http://www.flcc.edu/
d05c3f52-0a94-69b0-b13f-069ec22548ac,Open Box Technologies,http://sesamevault.com
8375c567-0d9c-3678-040e-346f65e9b985,Noble Metrics,http://www.noblemetrics.com
dfda7151-58ea-fb94-e9f1-8ecb6e35352b,Peace River Coal,
8502136a-3bd1-a3fc-8fb6-ede13014f25a,LEAP Global Partners,http://www.leapglobalpartners.com/
8ab525a9-1cbd-7d7c-f696-f35c7971f596,Student Course Review,http://www.studentcoursereview.com
3e1406f4-661c-4006-be93-864f3d5ab949,Benderson Development,http://benderson.com
45c5fad9-c993-4731-9d1a-56c91b72563e,S2 IT Group,http://www.s2itgroups.com/front/index.aspx
7d3c714f-d275-7ae2-11d4-4f15c3806a0f,Pambox,http://www.pambox.com
6cc933aa-da7f-4473-91c1-9ebf4b37bd1c,Dallas Luxury Realty,http://dallasluxuryrealty.com
da719519-0739-ea38-b97b-c4ecb2fe0dae,NewsletterArchive.org,http://newsletterarchive.org
2c9cab8a-a9fd-4897-844d-35e430ba8210,CARiger,https://www.cariger.com
e8df38c4-9889-8ccc-18c7-2ecf1dd4bd22,ShomoLive,http://www.shomolive.com
e1b23e58-86e6-3ba9-dc33-3b90c8a1886d,D2V,http://d2v.com.ar
2c435591-311b-2b94-163c-185d5337cb25,Design Motif,http://www.designmotif.co.za
2bebd746-0886-0e47-49a4-1ffe137bda49,EIL Intercultural Learning,http://www.eilireland.org/
83f80fc9-b390-b671-d0c3-078913d919eb,Dreamzer,http://www.dreamzer.com/
ef6cb292-8023-4157-54f3-6de7009f76b9,Appxplore,http://appxplore.com
41ff8385-a8ce-4a19-98f4-3bb08d96e872,Safety Insurance,https://www.safety.co.th/
ad5d3580-2818-46c2-a8ba-2fbbf40dcc3e,Increup,http://increup.com
0891a70b-d8a0-455a-95fe-6079e13a6dbf,Fiture,http://www.fiture.co
ea3d65df-f6bb-8966-e25f-34ccce058fcd,PCM Uitgevers,
bf0b6544-4848-947d-144a-758f7aa8e1a1,Spinal Restoration,http://www.spinalrestoration.com
1dbc6b96-eada-4847-ba2f-c4c649c53a29,RONA,http://www.rona.ca/en
6fe18a5f-4e74-b6a5-0930-34ca2a2b3975,HelloVR,http://www.hellovr.org
b5516b51-105c-4a20-908d-28a169e87da6,Emera Capital,http://www.emeracapital.com/
3b09980e-c84f-1745-dbde-b8dcd544bddf,ImmunoCellular Therapeutics,http://www.imuc.com
ef67fb41-9172-480d-ad93-5af8e87e7447,Market Technologies,
879cda36-bd48-a2b6-79e8-67060a61ed5d,DarwinBeats,http://www.darwinbeats.com
7585be38-02c4-8db4-4d6a-6d3ec92a2f59,Cassiopeia Capital Partners,
67fb51cd-2056-3467-b75d-43e704d368d1,CTcue,http://ctcue.com/
939ab3e1-f708-4959-9b7e-2da414075433,Login Clinic,http://www.loginclinic.com/
45ccacba-b8b9-d85b-9be7-d9fe3b816577,Arithmos,http://www.arithmos-ls.com
f36ae067-0e4e-e594-fea2-0b55e04e37c0,"Louisiana State University, Eunice",http://www.lsue.edu/
cba5f82c-addc-3dba-779f-e7679218b532,United States Merchant Marines,https://www.usmma.edu
ee2f7f80-ce05-cc81-0e05-537d0a9173b3,MOW.fm,http://www.mow.fm
d4b72f34-0fdb-0d96-d05e-c92ffaafb063,MSP Home Rental,http://www.msphomerental.com
9c11ec02-76dc-46f2-a5e1-012fcd773266,RSG Electronic Components,http://www.rsg-electronic.de/
d4e85d43-13c4-de9c-700c-24c8523b5593,Metric Gaming,http://www.metricgaming.com
5c92e932-2790-e473-d14e-74879f28d449,Kampoos,http://www.kampoos.com/
78bace89-e3e6-4e26-8f92-24a98ec6ee77,Lubbers Logistics Group,http://www.lubbers.net/
2b5bdd7c-955e-a888-2fff-18d7e93908ba,Wood Howard Products,http://howardproducts.com
f76b4299-864e-4e9b-a831-22acfc6f59e1,Greene Waste to Energy SL,http://greene.es/
c399b731-fbfc-4024-b029-9e107f17eff1,Growth Hackers Sydney,
7e9024c9-36c3-8755-294f-e62d07ef3eb0,D Capital Partners,http://www.d-capital-partners.com
39f5c1e8-806a-402d-9d52-37ecc4fca9ea,MSC Care Management,http://yourmsc.com
8503c351-5fae-3426-50c7-fa44ca31f649,Advanced Concrete Supply,https://advancedconcretesupply.com/
0fbd10f9-8383-4bd2-78f9-e01f4c3b48c9,Active Angels,http://www.activeangelsllc.com
04ff5e68-25fb-a5f9-cb8f-75bbe6893a9a,Microfortune™,https://microfortune.net/
4bb5763d-b525-4119-b4fe-68e00b633c21,King Painting,http://www.kingpainting.com.au/
8092bd9a-e557-3e59-a509-f964ef3e6493,Local2Me,http://www.local2me.com
f635ac79-c98c-471e-b76d-e40c410e54f0,Whalehouse Technology,http://www.jc.house/index-en.html
de1d1049-a639-4850-824b-07a4a0b2d445,ilfornino,https://www.ilfornino.com/
b5b086e2-663b-42a5-ac5c-59fb93efdb5c,ROLZO,https://rolzo.com
eb52eb9b-c974-1d86-fea5-9e544c7a0655,SAN Valley Systems,http://www.sunvalleysystems.com
ef8ba338-ac33-48af-bedd-4e9904c6a581,Investment Solutions (South Africa),http://investmentsolutions.co.za
8712baef-a122-2a64-a2cc-deac227b1be6,Katha,http://www.katha.org/site/
50af8922-db5f-e988-581b-a552da8a8143,Blinkamovie,http://www.blinkamovie.com
88bcf83b-b91a-bef3-0087-79d5c2bacf6b,MJBI,http://mjbi.org/
31ae9122-9f18-8e0b-9253-3cbdc20dacb3,The SWAT App,http://www.theswatapp.co
ce90f3ff-9582-712a-bc5b-19c746c1afd3,Alamo Colleges District,http://www.alamo.edu/
058e73b8-6a2a-9f58-b2fc-24da626f848b,Lectios,https://www.lectios.com
36afe933-4bef-08dc-afe0-e1d898d93c5f,Fluido,http://www.fluidogroup.com/
00415d71-a1e3-2275-22a2-1814eacf9e95,Jobatics,http://www.jobatics.com
4a89d071-e70e-82c6-f0b2-6d31887cf07b,Metaflow Technologies,
94f449ef-1f77-d949-cb29-7a2f0a1c4fdf,Office of the Attorney General,
f5d387f1-d473-eae9-ee64-61b2c091c22c,AMERICAN SYSTEMS,http://www.americansystems.com/
195d5a36-46fa-3efa-c0c0-25d84dcc3e31,Flowfinity Wireless Inc.,http://www.flowfinity.com
9d41f4b1-8571-058a-682d-bbca0bb31496,Protenus,https://www.protenus.com
dfdcf073-1831-28df-13f8-c742bd2d67aa,Sourcing Creation,http://www.sourcingcreation.com/
3bdd357a-c814-bcdd-24fd-a217bb273d97,Informatique Paris 7,http://www.infop7.org
9ca8943d-d15a-9094-7c2a-0c5a96fc83e7,ToughGadget,http://www.toughgadget.com/
f998b21c-9106-1334-fe4b-b1b25825cd79,The Curious AI Company,http://www.thecuriousaicompany.com/
f6028a35-2534-4659-b6ec-496bbae8d38f,Urban Concept,https://urbanconceptrecords.com
3457de9e-e58b-307f-b91b-ad3367363e50,Mattcraine,http://www.mattcraine.com/
cf4e1e11-89fe-e768-385a-fa90c83049f7,Commodore World,http://commodoreworld.com/
22551fd0-7660-1aae-5b69-f773167da387,Wireless Efficiency LLC,http://www.wirelessefficiency.com
58e6cbb2-8eaf-4e0b-aed8-8eba372d2e12,Folsom Lake Ford,http://folsomlakeford.com
de133940-13d9-e939-778f-aa8661b99dbc,Rafikee.com,http://www.rafikee.com
242be2c8-a71a-34e9-f155-d9cee0303bb4,LDS Mobile Apps,http://ldsmobileapps.com
4a574abc-107d-d267-084d-46e16a6c70dd,Gather Technologies,https://www.gatherhere.com/
f4029ffe-4166-58f1-18e3-3018c5d322f9,Bishop,http://bishop.mx/#/splash/intro
5a7b4487-d2b0-4390-a20f-a51ea00acc9a,Technology Conservation Group,http://tcgrecycling.com
e94c4ba5-bfc3-e8ba-6810-220b7ab851f0,Dream Tuner,http://www.dreamtuner.com/
554cf035-d654-4cd3-a467-4c468ed238da,Omega Venture Partners,http://www.omegavp.com
72bc39d5-4577-40d7-b2c2-8f0247ddbf30,Floor Tile Installation,http://www.experttouchtiling.com
36b6a61a-0fc0-69d8-c951-9d1f4d61f453,"Uptivity, Inc.",http://www.uptivity.com
b9527e60-7d4b-b983-9c14-9f38a9b7bfcd,RHL Ventures,http://rhlventure.com/
9e0b7d3c-af8b-95a7-0bff-5f525cfcf6a4,Simi Valley Adult School and Career Institute,http://www.simi.tec.ca.us/
df5f673a-5c67-44d5-9c0a-5cdd8c88ee9d,Naqad.PK,https://www.naqad.pk/
c4feef37-f092-42b7-861a-d9f868cb0cec,Mjb Management,https://modularmanagement.com/
9d600e22-f89e-7bc0-21c1-22e014f56659,Dentist Phoenix,http://dentistphoenix.cinexs.com/
d34f75ac-5b80-f829-0077-d8a80070eec0,ASI Lab,http://www.asilabindia.com/index.html
e0210d77-0d5f-4fb1-4b8a-0d74b58d8cc9,Modjunkiez,http://www.modjunkiez.com
1edde77f-9445-cb5d-7a06-b824f0cba7dd,Elite IT Home,https://www.eliteithome.com
38be5a51-c672-11f3-a704-bb6bf4ed3a50,Andromeda Pedasi,http://www.andromedapedasi.com
b75dc70d-f132-4562-a11f-ef0fde97c0a8,Personify Financial,https://www.personifyfinancial.com/
a61305c5-2900-98cc-1dc5-711c0a9f47a6,Alpha Catering Equipment,https://www.alphacateringequipment.com.au/
645fc9b2-cd47-4a8b-b364-a30bb9708347,MyMy,http://www.mymy.cards
3e9e5d8a-d1d0-3a7d-8249-587a561cc9da,Fjell Subsea Products,http://www.fjellsp.com/
0d2f534b-f37c-45c0-9566-7c8654bb7102,"Capital Engineering Consultants, Inc.",http://capital-engineering.com
db9bba1a-ee52-0eaf-1de1-6432e33d38ae,DesignGuy,http://www.designguy.com
55e2344b-5e5a-617d-b08e-b1e54aac762c,Quantum Inventions,http://cms.quantuminventions.com/
8b67ff8c-27bc-2654-8eb3-68ef8d4bb5cb,Emerging Threats,http://www.emergingthreats.net
a22c4103-8e37-e6c9-d991-27c21566fd30,Volatix,http://www.volatix.com
974a576d-4939-4b48-b566-ca1879bba54a,CBD Alley,http://malemuscletest.com/cbd-alley-cbd-oil/
df62cb03-4eab-96c1-de1a-796313f4a70d,Etsuri,http://www.etsuri.com
475e90e2-7880-41a9-68ce-9de772a51c2e,Liaoning Dalmond Group,http://www.dalmond.com.cn
55a2a9fe-cc74-4111-4cfe-1ed6cf0590b4,Tristar,http://www.tristarworldwide.com
84df149e-1446-cf11-7a35-2114281280c1,SETTEO,https://www.setteo.com
9146e200-755e-04e7-83a4-0b3ba4ced8b1,Okehampton College,http://e-learn.okehamptoncollege.devon.sch.uk/
fe2e81d6-1db6-b9a7-20a1-4f27dd9664ce,Kinetiquettes,http://www.kinetiquettes.com/
ab42ce8e-3d4e-174d-8c31-18e891021871,Conax,http://www.conax.com
f6566cf9-c8dd-42df-9de9-eb66e60fb11e,Jetzt-Einkaufen,https://www.jetzt-einkaufen.de/
193a903a-7981-64e8-9179-0345b183c2eb,Thrasys Inc.,http://www.thrasys.com
43657cb8-e1f3-4569-4f34-6d6d2c0fc3bc,BuyVia,http://www.buyvia.com
f27e541a-73ce-790e-8f36-ac993d6a97cb,KEXP 90.3 FM,http://kexp.org/
6ca68255-274e-4cd0-9efe-bd083f8123e1,Stein Telecom,http://www.steintelecom.com.br/
4e428b70-9555-bbf7-10e4-4e5f4f0de7dc,RKCS Learning Solutions,http://www.rkcslearning.com
5ab2c318-fc6f-7802-8f18-9181dfff0666,Tillpoint,https://www.tillpoint.com
d3fee6fb-88a2-4cd2-adb0-52e4cbc1d211,Mission Labs,https://www.missionlabs.ai/
9728f8de-d606-4843-a894-ab2fafb48887,paul howell : Design,https://www.paulhowelldesign.com
b795f35f-1265-960c-26dd-1200287c78af,Automatic Lead Tools,http://www.automaticleadtools.com/quicktrafficsolutions
1bc71d7e-b2a1-7c2f-7da8-400210234e73,IVX Animal Health,
9797efef-fba0-41e2-8ebb-79fc43bb179e,Deloitte Australia,https://www2.deloitte.com/au
c3c37e01-ede3-b15c-c5c6-d20adaeb4263,Ministry of Spa,http://www.ministryofspa.com/
61eb1f88-9618-343c-5859-f0d8ac1677fd,Graham Crackers Comics,http://www.grahamcrackers.com/
26b27208-d3f3-2af1-63d5-41eeec747461,Angitu,https://www.angitu.net
7eced668-6ff3-682c-28ff-9538b768ab8d,Maxwell Communications,
7561156a-c386-2c5e-92ab-560458ae7e5d,USA.NET,http://usa.net
00820f24-5a67-48f8-ad20-307b966769dd,Clinique Du Sud SAS,
13f29332-2450-4908-7a6f-8989673384c6,LeVR,
0109184f-b502-43ca-ca7f-b5d3f84f23ce,ALTREST,http://altrest.com
c425f0e0-4c71-b565-3283-5386d27bb8b7,Redesyn,https://www.redesyn.com/
c2e50efd-2f2a-410b-bb48-0ae3da4769cc,"Zhang & Associates, P.C.",http://hooyou.com
fd85544d-01be-4023-ba85-3510787d29d9,Hwasbank.com,http://www.hwasbank.com/hwasbank/easyIntroduce
8b105fcd-01ef-69dc-0875-7a54320c10d7,Pareto Limited,http://www.pareto.co.za
4563ea68-67a0-aee8-342d-d344f1ff2650,UB7 Ventures,http://www.ub7ventures.com
375a78ae-ce21-b2f8-2ff8-077517705d77,TECHNOTEC OIL,
b035ad20-6502-4a78-b61e-3515fb867445,Regional Express Ltd,https://www.regionalexpress.co.uk/
877d2f82-61ae-5932-3de6-1179e20562ea,BrightEyes,http://brighteyes-students.org/
13d313ff-ab74-e435-132b-8c6af0ae367f,Fleep,http://fleep.io
a17d8d2e-0fbc-b2b0-e934-7d792e3ece93,Toy Transport,http://www.toytransport.com
c1ae5caa-cc12-1b24-6000-ab4e7561c91b,Farmia,https://farmia.com
47630e9b-282e-49f4-a0a0-0de84d0f1865,Nu-Swift Brandbeveiliging B.V.,http://www.nu-swift.nl
4c19840e-553e-4e29-a0da-d15b1fc88cef,Saracen,http://www.saracenenergy.com/home.html
c68ffb35-a234-20c0-8dc0-1e201a6923fb,Potentium,http://potentium.com/
78005655-aaa6-5af0-28ab-1bc5296f362f,Rettungsboot Coworking,http://rettungsboot.co.at/
c6febe60-59de-d34c-bf92-72ce27d9d895,Marunouchi Capital,http://www.marunouchi-capital.com/
f88baa20-5227-1013-34f1-39d3e1b8ad5a,Forum 5 (a division of Fremantle Media),
44a3b5ad-5779-71b1-1555-edcf989fb9b9,NextAdvisor,http://www.nextadvisor.com
e757a46a-1a05-97ce-b3df-eafeef7ad14e,Learnly,https://learnly.sg
c85ca822-2ac1-fc48-58d1-6be859b400d0,Concord Bicyle Music,
16e409d5-435b-e33c-a1b2-fb814ff6cf8e,HookPrice,http://www.hookprice.com
22316fc3-5811-4e0f-88e4-4bcff95dc3e4,Full Reserve,http://www.fullreserve.nl
103998d4-158f-453b-a606-08a5559346fc,Airmee,https://airmee.com/
4b1d1b7a-ffa9-d84e-00fc-c403d0f2c1fd,Dial A Maid,http://www.dialamaid.ae
0de19141-22b8-58e6-4ef9-7a22263d855d,Mainstream Holdings Inc.,
cd3006f9-ee89-ae4d-3e3f-e74564a36ad6,PeriphaGen,http://www.periphagen.com/
0d943a5c-5ead-4ebf-b8f4-69bde8bc48be,Virginia Eagle Distributing Co.,http://vaeagle.com
b6f07327-cff0-bf59-c011-94bcebce0baa,Senior Internet,http://www.senior.co.uk
d4e62230-af71-4116-8aab-1b42e3763dee,Community Champions,https://www.cchampions.com/Homepage.aspx
5a4ee2f5-bc34-befc-5e56-bf06b066e109,passwird,http://www.passwird.com
11576419-e3f9-5776-0719-83f8b3d3b90f,"Ion Systems, Inc",
562ae173-d0f8-da65-8a77-fb35e7004f23,HIKonic Inc.,http://www.HIKonic.com
db592000-101f-9726-1d3c-b624aa75f1f6,Kartable,https://www.kartable.fr
93b3d340-caf9-4090-89e1-4f8ad45b0a26,Antenna-Telesem,http://www.antenna-telesem.ru/
f5647845-0f04-1d0c-111b-d37063bb3275,Lubith,http://www.lubith.com
b12784c1-d01d-4a20-a9bd-bcb165dcbf80,Affordable Computer Solutions,http://www.affordablecomputersolutions.org/
601b6a17-e13b-f14f-c448-b5c9d267ecc7,Beyond Lucid Technologies,http://www.crashintel.com
3ac291e1-a7d0-dff2-c8a2-151429161bbc,Clicars,http://www.clicars.com/
4b5efcfd-1e4e-21ed-722d-6a8fe2b669be,UshaComm,http://www.ushacomm.com/
2232a568-7f0b-4782-9100-9d72bbe5f0c5,Hadari Ginat,
0cd39ead-fa7e-ac44-ba20-f40dbaf388d9,Prestige Nursing,http://www.prestige-nursing.co.uk/
564e2042-934f-feeb-82b8-777048db9e48,Mindful Eating Company,http://mindfuleating.company/
3c8d1548-f62c-12d9-d79d-caaab6d96cc5,Chalik & Chalik Injury Lawyers,https://www.chaliklaw.com
ccf73c13-fe63-4081-91c0-0b196f1a8ca5,Precision Cabinets,http://precisioncabinets.com
f8360947-e82b-9991-9246-c130fdf4d92d,Xerico Technologies,
c9a50f4e-7c1b-a979-176a-d946bb1c5791,VIST,http://www.vist.it
49206881-f59d-4222-8979-66913df7af00,M2CROWD,http://www.m2crowd.net
760faf08-4ca9-961f-f2fa-cf2ca2ebb312,Infinity Development Group,http://www.infinitydevelopment.ca
685330b0-68d9-94c0-27f8-88d9f332f5bb,Moneypark AG,https://moneypark.ch/
34ad9c4b-dc9c-36ca-2fd4-f350180cd589,Programming Homeworks Help,http://www.programminghomeworkshelp.com/
c583eb9b-dce7-a7ea-9da3-2cade76cad88,The Computer Factory,http://www.thecomputerfactory.com
9efabf64-1572-81bf-0cdf-a87f94b19eb4,HeadCoachSports.com,http://headcoachsports.com
20ebdde3-94eb-ea27-7248-8d1cb57e3648,IPX,http://ipxco.com
fea773da-29fe-402e-9676-ee183ab766c8,CSC ServiceWorks,https://www.cscsw.com/
11315054-c34e-a9a6-c820-ba0d873db660,My Doctor,http://m-doctorsearch.com
6f49b299-d39b-4d37-a7d1-717021d6851b,CNN Chile,http://cnnchile.com
56ae9baa-59d3-4689-b076-c7847b0ee329,Thornton Law Firm LLP,http://tenlaw.com
365f14f9-2d8a-da78-9ffa-460a3b611120,Food Network,http://foodnetwork.com
a8d93034-bfe5-76c0-084e-71d5c85233a9,Voisin,http://www.voisin.de
6275df68-56d5-2bf9-b465-0ef2d7e5b10b,Avtech Institute of Technology,http://www.avtechusa.com/
dcde7499-1663-44b4-b51c-4c5c9bb454d6,SureCert,https://www.surecert.pro/
a15e5434-b564-8aab-18b3-b080debf2db6,Gazelle,http://www.gazelleapp.co/
123c1282-77d3-e20f-17a2-a73a70c0031f,Match Pint,http://www.matchpint.co.uk
5e46fd8e-c64f-d6c8-1348-f32cbc49115e,PorkyPost,http://www.porkypost.com
470630fd-b6df-e85a-d998-0dd33d7533c1,OUR Walmart,http://forrespect.org/
2345f19e-82f4-b07d-36f0-be470528daba,WindowsVJ,http://www.windowsvj.com
0b43a6c5-3965-2429-0184-0265d542d6af,classic cars,https://classiccars.com
9e66a8a0-4cb5-4dca-87d7-0ca1704e6caf,Nexus Technologies,https://nexustech.com.ph
708bf0cf-c853-304d-78e6-db6490280af2,Platonic Moviez,http://www.platonicmoviez.com
408258a1-327b-5291-c244-cea935c87959,99designs,http://99designs.com
7b8b1895-6f11-9978-6129-3bea05f1c1e0,Matrix42,https://www.matrix42.com
774d7129-3e69-ad2a-2e9b-515bf4f7a2a0,Genesis Innovation Group,http://genesisinnovationgroup.com/
05b05e13-6db6-473d-9359-a3f9e2062fc1,WidInvest AG,
1fb30074-c1bf-6f2e-3e5a-96a62414f0fa,myHuodai,http://www.myhuodai.com
9e1d1ecd-efac-8df6-a6ea-a147bbfdcab5,Count3r,https://www.count3r.com
f8a58d4f-5979-557b-2afe-088eaa4ea4c7,HealthQx,http://healthqx.com
22777cd2-777c-4c98-a6f9-ff0a4f16cbab,Flab Prod,http://www.flab-prod.com/
f7e0cf7d-c4ac-4e88-ae4a-fbee1a3d30a4,Teampluz,http://www.teampluz.com/
773e9e9d-96a7-3eec-1e41-21fcd3322faa,YOLO INDONESIA,http://yolo.co.id
3316550a-b047-c4a3-a873-0f9bc90f72b6,Gulf Coast Funds,http://gulfcoastfunds.com
0db3efff-353f-58e6-7708-4a54ed989603,The Inside,https://theinside.com
dd722bf3-c67f-6a41-c374-7466f104f654,Sell My Points,http://sellmypoints.com/
f6967b38-948b-4b01-b324-b643d85e3d0e,DRESS212,http://www.dress212.com
16556264-0e3c-c90b-a14c-c08d073a7614,Rapita Systems,https://www.rapitasystems.com
bb770318-a8db-830d-af02-0cc51ae9b850,Naijapals,http://www.naijapals.com
4c5cca93-e43f-9266-62c2-037436d30769,percollate,
c682ca3d-8215-a5f5-21a6-2fc53c3b312e,Coinometrics,http://www.coinometrics.com/
86e79cfd-425e-74d4-4b52-c01a977839f5,Arcolabs,http://www.arcolabs.com.br/
c55f817d-0090-4b07-b618-8b6824628c43,Bookboost,https://bookboost.io
99783254-b956-45b4-a71b-2f1a7569282e,Sunny Days In-Home Care,http://sunnydaysinhomecare.com/
8c37bcfa-516d-0efa-cf2f-75495dc2c635,Clicks Internet Marketing,http://www.clicksinternetmarketing.com
9316692b-661f-a9b4-ecee-756a273c92b1,Thinking Industries,http://www.thinkingindustries.com
41ee8c24-308a-423a-1ab6-51a818ef1cc3,Bachelor Haus,http://www.bachelorhaus.com
b732d9cb-35b0-b0c1-2db9-e953d01113d3,Markham SEO,http://markhamseo.org
29092312-f2e5-6a19-cf71-710503f08b57,Collins,http://www.collinsdictionary.com/
38112e7a-54ee-47fd-a00c-7f10b2dca6db,Insolar,https://www.insolar.io
d75206dc-6322-169a-aafe-8a63ceabaea7,Virsix,http://www.virsix.com
cead2d58-acfd-4e0a-986b-c1c02e19cc92,The RMN Agency,https://www.thermnagency.com/
007e2007-c323-df55-68c2-73f0136c55aa,Breaking New Info,
9719d42e-ea95-458a-95ef-4d8bc8aa48bf,Cone Editions,https://cone-editions.com/
0a5e22bb-459a-6721-0a2f-51014a579431,Colovrs,http://www.colovrs.com
